A person wants to take a a mode of transportation out that has two wheels so they will need to,drive,bus,cycle,run,C,https://github.com/hendrycks/test,obqa.csv,1649,0.216
What is an example of navigation?,reading novels,directing rudder,cooking,sleeping,B,https://github.com/hendrycks/test,obqa.csv,1580,0.216
To which planet do National Aeronautics and Space Administration (NASA) scientists hope to send humans next?,Mars,Venus,Jupiter,Mercury,A,https://github.com/hendrycks/test,arc_easy.csv,1131,0.216
As what is ensuring that one individual does not carry the burden of a whole work task referred to?,Work specialisation,Work design,Work schedule,Work shift,A,https://github.com/hendrycks/test,management_test.csv,28,0.216
friction is used for stopping a vehicle by,running,singing,smelting,squeezing,D,https://github.com/hendrycks/test,obqa.csv,3840,0.216
An example of a circuit would be,Rock climbing,running a mile,dimming a bulb,swimming a lap,C,https://github.com/hendrycks/test,obqa.csv,1206,0.215
As the use of alt bio fuels increases, the use of what will decrease?,"wind power,solar heat",hydro-electric power,non regenerating fuels,D,https://github.com/hendrycks/test,obqa.csv,4526,0.215
A company which causes long lasting products will likely?,Sell less,Produce more,Produce Less,Sell more,A,https://github.com/hendrycks/test,obqa.csv,4836,0.215
How might you figure out what a parts are needed to let your car drive?,think very hard until you figure it out,ask the person who invented it,throw it in a lake and see if it floats,break it down and determine what it is composed of,D,https://github.com/hendrycks/test,obqa.csv,1289,0.215
The houses of the future may allow you to operate virtually everything in the house from a central terminal; such a house is already in production and is referred to as,Technohouse,Compuhouse,Futurehouse,Smarthouse,D,https://github.com/hendrycks/test,human_aging_test.csv,8,0.215
The demand curve for labor is derived from,the market labor demand curve,the demand curve for the output produced by labor,the labor supply curve for the firm,the equilibrium wage in the labor market,B,https://github.com/hendrycks/test,high_school_microeconomics_test.csv,225,0.215
which one of these would be an original form of what powers most autos?,a can of water,a deposit of crude,a large river dam,a big oak tree,B,https://github.com/hendrycks/test,obqa.csv,4045,0.215
For a dc machine shunt resistance and armature resistance values are,high and high,high and low,low and low,low and high,B,https://github.com/hendrycks/test,electrical_engineering_test.csv,110,0.214
A wind turbine primarily uses which type of energy?,nuclear,thermal,chemical,mechanical,D,https://github.com/hendrycks/test,arc_easy.csv,458,0.214
If your training loss increases with number of epochs, which of the following could be a possible issue with the learning process?,"Regularization is too low and model is overfitting,Regularization is too high and model is underfitting",Step size is too large,Step size is too small,C,https://github.com/hendrycks/test,machine_learning_test.csv,66,0.214
Which of these would most likely improve the air quality in large Texas cities?,Limiting the number of cars on the roads,Switching to wood stoves for home heating,Requiring large vehicles to use diesel fuel,Maintaining filters in large buildings,A,https://github.com/hendrycks/test,arc_hard.csv,59,0.214
Which did Thomas Edison invent?,microscope,compass,light bulb,steam engine,C,https://github.com/hendrycks/test,arc_easy.csv,1043,0.214
Of the following, which is characteristic of formal operational thinking?,"simple motor responses to sensory stimuli,failure to understand reversibility,capacity to deal well with concrete objects", but not with hypothetical situations,logical reasoning and systematic planning,D,https://github.com/hendrycks/test,high_school_psychology_test.csv,288,0.214
Which tool would be best to measure the length of a butterfly?,triple beam balance,graduated cylinder,metric ruler,thermometer,C,https://github.com/hendrycks/test,arc_easy.csv,485,0.213
A car converts gasoline into motion and heat through what?,explosive charisma,cooling,incineration,warming,C,https://github.com/hendrycks/test,obqa.csv,1385,0.213
Suppose you are given an EM algorithm that finds maximum likelihood estimates for a model with latent variables. You are asked to modify the algorithm so that it finds MAP estimates instead. Which step or steps do you need to modify?,Expectation,Maximization,No modification necessary,Both,B,https://github.com/hendrycks/test,machine_learning_test.csv,93,0.212
To safely conduct an experiment using chemicals, what should students always do?,"Work in large groups.,Wear safety goggles.",Wear short sleeves.,Keep a window open.,B,https://github.com/hendrycks/test,arc_easy.csv,168,0.212
Suppose your model is overfitting. Which of the following is NOT a valid way to try and reduce the overfitting?,Increase the amount of training data.,Improve the optimisation algorithm being used for error minimisation.,Decrease the model complexity.,Reduce the noise in the training data.,B,https://github.com/hendrycks/test,machine_learning_test.csv,39,0.212
Which of these is not part of the recognised challenges for modern managers?,Micro-managing the workforce,Managing communications,Managing change,Managing the learning organisation,A,https://github.com/hendrycks/test,management_test.csv,22,0.211
Make sure to protect your eyes when working with chemicals because they can easily do what if handled wrong,nothing,fly,run away,spatter upward,D,https://github.com/hendrycks/test,obqa.csv,3268,0.211
Alloies are made of multiple metals an example is,brass,steel,aluminum,tin,A,https://github.com/hendrycks/test,obqa.csv,1801,0.211
Which technological advancement has done the most to improve the accuracy of weather predictions?,barometer,weather balloons,anemometer,satellites,D,https://github.com/hendrycks/test,arc_easy.csv,1283,0.211
Which of the following needs soil,a planter,a painted house,a bamboo stalk,an industrial plant,C,https://github.com/hendrycks/test,obqa.csv,2215,0.211
A stage in the life cycle process includes what aspect?,killing of kin,entity replication,transporting water,reproducing ideas,B,https://github.com/hendrycks/test,obqa.csv,3850,0.211
When wheels are squealing on a blacktop, friction,"works against motion,stops motion",removes forward motion,makes things rough,A,https://github.com/hendrycks/test,obqa.csv,154,0.211
adobe works as an electrical,paper weight,pie filler,chiller,anti-conductor,D,https://github.com/hendrycks/test,obqa.csv,2934,0.21
 _______________ are used in the positioning process to illustrate differing attributes of a selection of brands.,Product features.,SIC code.,Perceptual maps.,Organizational characteristics.,C,https://github.com/hendrycks/test,marketing_test.csv,103,0.21
These would likely be broken down and recycled,waste helium,waste hydrogen,pallets,waste oil,C,https://github.com/hendrycks/test,obqa.csv,3941,0.21
Induction heating takes place in,conducting but non-magnetic materials.,conducting materials which may be either magnetic or non-magentic materials.,insulating materials.,conducting and magnetic materials.,B,https://github.com/hendrycks/test,electrical_engineering_test.csv,35,0.21
Steel cans are separated from aluminum cans in a recycling center. Which of the following is the best way the recycling center can separate the steel cans from the aluminum cans?,sort the cans by size,put the cans in water,cool the cans to a low temperature,put the cans under an electromagnet,D,https://github.com/hendrycks/test,science_elementary.csv,488,0.209
Electric drive is becoming more and more popular because,all of below.,it provide smooth and easy control.,it is cheaper in cost.,it is simple and reliable.,A,https://github.com/hendrycks/test,electrical_engineering_test.csv,28,0.209
An example of an electrical circuit could be,Dimming the lights,Driving a car,Drinking water,Riding a bike,A,https://github.com/hendrycks/test,obqa.csv,1551,0.209
Which of these might use plants for an energy source,television,station wagon,toy car,action figure,B,https://github.com/hendrycks/test,obqa.csv,3778,0.209
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,https://github.com/hendrycks/test,conceptual_physics_test.csv,110,0.209
Which of the following goods is likely to provide both the largest total utility and the smallest marginal utility?,Plastic,Automobiles,Computers,Air,D,https://github.com/hendrycks/test,high_school_microeconomics_test.csv,79,0.208
Which of the following is an n-type semiconductor?,Silicon,Diamond,Silicon carbide,Arsenic-doped silicon,D,https://github.com/hendrycks/test,college_chemistry_test.csv,21,0.208
A box which tells the effect of inputs on control sub system is known as,Data Box.,Logical box.,Decision box.,State box.,C,https://github.com/hendrycks/test,electrical_engineering_test.csv,5,0.208
What is the main source of raw material for the production of plastics?,clay,plants,petroleum,sand,C,https://github.com/hendrycks/test,arc_easy.csv,1399,0.208
What type of organisational culture is most likely to deliver stability and efficiency?,Task culture,Role culture,Power culture,People culture,B,https://github.com/hendrycks/test,management_test.csv,47,0.208
A living thing requires what to grow?,support,nutriment,toys,plastic,B,https://github.com/hendrycks/test,obqa.csv,4385,0.208
A person needing to use a renewable resource would consider all with the exception of,solar energy,water source,hydrocarbon gas mixture,wind power,C,https://github.com/hendrycks/test,obqa.csv,2079,0.208
"Consider the following AR(2) process:yt = 1.5 yt-1 - 0.5 yt-2 + ut This is a",Stationary process,Unit root process,Explosive process,Stationary and unit root process,B,https://github.com/hendrycks/test,econometrics_test.csv,85,0.207
The K-means algorithm:,Requires the dimension of the feature space to be no bigger than the number of samples,Has the smallest value of the objective function when K = 1,Minimizes the within class variance for a given number of clusters,Converges to the global optimum if and only if the initial means are chosen as some of the samples themselves,C,https://github.com/hendrycks/test,machine_learning_test.csv,21,0.207
The concept of V/f control of inverters driving induction motors resuls in,constant torque operation,speed reversal,reduced magnetic loss,hormonic elimination,A,https://github.com/hendrycks/test,electrical_engineering_test.csv,21,0.207
A car running on a resource that will someday cease existing uses,dino remains,water power,solar power,electricity,A,https://github.com/hendrycks/test,obqa.csv,3190,0.207
rocks often contain large amounts of,chocolate,shoes,hard shiny alloy,rubber,C,https://github.com/hendrycks/test,obqa.csv,3695,0.207
An early-nineteenth-century railroad steam engine is an excellent example of which of the following power systems?,Internal combustion engine,External combustion engine,Rotary engine,Reaction engine,B,https://github.com/hendrycks/test,miscellaneous_test.csv,401,0.207
Which of the following is NOT a feature of an export processing zone (EPZ)?,Tariff reductions on exports,Raw materials imported duty-free,Exemption from customs duties,Strict pollution regulations,D,https://github.com/hendrycks/test,high_school_geography_test.csv,77,0.207
What automobile company makes the Sonata?,Toyota,Honda,Subaru,Hyundai,D,https://github.com/hendrycks/test,miscellaneous_test.csv,201,0.207
How were the first metals worked in South America?,casting,hammering,smelting,all of the above,B,https://github.com/hendrycks/test,prehistory_test.csv,75,0.206
Hard materials such as silicon carbide, used for grinding wheels," are said to be examples of,ionic crystals,network crystals",metallic crystals,molecular crystals,B,https://github.com/hendrycks/test,high_school_chemistry_test.csv,142,0.206
if a person remotely controls a machine to do something, which of these is required?,"a thing for information,these are all incorrect",a meal to eat,a floral plant life,B,https://github.com/hendrycks/test,obqa.csv,303,0.206
Which unit of measurement describes an object's length?,meter,kilogram,liter,degree,A,https://github.com/hendrycks/test,science_elementary.csv,366,0.205
Adam Smith is considering automating his pin factory with the purchase of a $475,000 machine. Shipping and installation would cost $5,"000. Smith has calculated that automation would result in savings of $45,000 a year due to reduced scrap and $65,000 a year due to reduced labor costs. The machine has a useful life of 4 years and falls in the 3-year property class for MACRS depreciation purposes. The estimated final salvage value of the machine is $120,000. The firm's marginal tax rate is 34 percent. The incremental cash outflow at time period 0 is closest to,$280,000.00,$380,000.00,$480,000.00",$580,0,C,https://github.com/hendrycks/test,professional_accounting_test.csv,103,0.205
Which of the following concepts does NOT form part of the technical discourse on cyber-security?,Business networks,Computer experts,Anti-virus industry,Computer networks,A,https://github.com/hendrycks/test,security_studies_test.csv,8,0.204
Which of the following helped lead to the invention of personal computers?,Internet,keyboard,wireless transmitter,integrated circuit,D,https://github.com/hendrycks/test,arc_easy.csv,659,0.204
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,https://github.com/hendrycks/test,management_test.csv,90,0.204
What is the purpose of a 'quality circle'?,Bring together managers and workers to find improvements.,Bring together managers and workers to discuss output.,Bring together managers and workers to review quality of work.,Bring together managers and workers to review targets.,A,https://github.com/hendrycks/test,management_test.csv,37,0.203
When a car engine is started, gasoline is mixed with air and burned. Heat," sound, and chemical products are released. As the engine operates, which of these remains constant?,the masses of compounds found in the engine,the amount of heat in the engine",the total mass of gasoline,the total amount of energy,D,https://github.com/hendrycks/test,arc_hard.csv,360,0.203
What two elements do the planning models of Hendrix (2002), Kendall (1999)," Merston (1963) and Parkinson and Ekachai (2006) have in common?,Research and evaluation,Strategy and evaluation",Strategy and implementation,Objectives and implementation,A,https://github.com/hendrycks/test,public_relations_test.csv,8,0.203
In any physical or chemical process, what two quantities are always conserved?,"matter and total energy,light and acoustic energy",density and thermal energy,gravity and potential energy,A,https://github.com/hendrycks/test,science_middle.csv,486,0.203
Which will take the longest to reach a boiling point,tea kettle,fish tank,swimming pool,bath tub,C,https://github.com/hendrycks/test,obqa.csv,3931,0.203
In electronic communications," ""AM"" stands for","Amp Modification,Amplitude Method",Amplitude Modulation,Ampere Method,C,https://github.com/hendrycks/test,electrical_engineering_test.csv,58,0.203
A manufacturing industry has asked to relocate its plant to your town. From an environmental perspective, which question is least important to ask before deciding whether the industry may move to your town?,"How will the plant affect wildlife of the area?,What kinds of pollution will the plant produce?",What impact will the plant have on the population of the town?,What are the uses of the products that the plant will manufacture?,D,https://github.com/hendrycks/test,science_middle.csv,75,0.202
a car engine usually converts gasoline into motion and heat through what?,air,hot peppers,water,fiery reaction,D,https://github.com/hendrycks/test,obqa.csv,4243,0.202
Once we use all the aluminum in the world we can get more by,Impossible,Watering the grass,building a dam,Planting soda cans,A,https://github.com/hendrycks/test,obqa.csv,1757,0.202
The four Primary Security Principles related to messages are,Confidentiality," Integrity, Non repudiation and Authentication,Confidentiality, Access Control, Integrity, Non repudiation,Authentication, Authorization, Availability, Integrity,Availability, Authorization", Confidentiality, Integrity,A,https://github.com/hendrycks/test,computer_security_test.csv,97,0.202
Where do many of the basic life functions take place in organisms?,brain,cells,heart,nerves,B,https://github.com/hendrycks/test,arc_easy.csv,1012,0.202
A simple machine like a screw will need,a glass of cool water,a person adjusting it,a truck to move it,a wind turbine to function,B,https://github.com/hendrycks/test,obqa.csv,3196,0.202
Which is the best example of recycling?,using low energy appliances,washing and reusing plastic cups,using empty milk cartons as flower planters,using aluminum cans to make new products,D,https://github.com/hendrycks/test,arc_easy.csv,1200,0.201
Consider a computer system in which processes can request and release one or more resources. Once a process has been granted a resource, the process has exclusive use of that resource until it is released. If a process requests a resource that is already in use," the process enters a queue for that resource, waiting until the resource is available. Which of the following will NOT deal effectively with the problem of deadlock?,Giving priorities to processes and ordering the wait queues by priority,Having a process request all its required resources when it first begins, and restarting if it cannot obtain them all",Numbering the resources and requiring that processes request resources in order of increasing number,Having processes time out and restart after a random interval of waiting,A,https://github.com/hendrycks/test,college_computer_science_test.csv,25,0.201
Of the following problems concerning a given undirected graph G, which is currently known to be solvable in polynomial time?,"Finding a longest simple cycle in G,Finding a shortest cycle in G",Finding ALL spanning trees of G,Finding a largest clique in G,B,https://github.com/hendrycks/test,college_computer_science_test.csv,22,0.201
Alicia has lots of old bicycle parts. She wants to build something new with the parts. What is the first thing Alicia should do?,plan the new item,construct the new item,try out the new item,evaluate the new item,A,https://github.com/hendrycks/test,arc_easy.csv,2049,0.201
Materials like ethanol are used to produce electricity by _____.,hydroelectric power,renewable energy,burning,carbon fixation,C,https://github.com/hendrycks/test,obqa.csv,390,0.201
Which of the following goods is likely to have the most elastic demand curve?,Demand for white Ford minivans,Demand for automobiles,Demand for Ford automobiles,Demand for American-made automobiles,A,https://github.com/hendrycks/test,high_school_microeconomics_test.csv,174,0.2
What information is needed to calculate the speed of a car?,the road conditions and type of tires,the type of engine and the amount of gas used by the engine,the car length and distance traveled,the distance travel,D,https://github.com/hendrycks/test,arc_easy.csv,1584,0.2
The items listed below were found in a science classroom. * a heart made of plastic with many of its parts labeled * clay formed to look like Earth and other planets * a giant plastic plant cell with removable cell parts These items are all examples of,models,experiments,variables,controls,A,https://github.com/hendrycks/test,arc_easy.csv,129,0.2
To have a positive impact on the environment,leave lights on,take shorter showers,use Styrofoam plates,take longer showers,B,https://github.com/hendrycks/test,obqa.csv,352,0.2
Research into the total amount of oil available for use around the world can affect what kind of human choice?,where to retire,how to travel to work,what kind of coffee to drink,whether to recycle glass and aluminum,B,https://github.com/hendrycks/test,arc_easy.csv,1100,0.2
As a matters state changes, what will remain constant?,"acceleration resistance,appearance",temperature,mass amount,D,https://github.com/hendrycks/test,obqa.csv,2695,0.2
Temperature is the measurement of which type of energy?,chemical,mechanical,potential,kinetic,D,https://github.com/hendrycks/test,arc_easy.csv,1304,0.2
Which of the following statements about East Asia's industrial regions is true?,Japan has a rich natural resource base.,China lacks natural resources but has a massive labor force.,China is industrializing rapidly.,Taiwan lacks industrial enterprise and an educated workforce.,C,https://github.com/hendrycks/test,high_school_geography_test.csv,63,0.199
The number of output pins in 8085 microprocessors are,27,40,21,19,A,https://github.com/hendrycks/test,electrical_engineering_test.csv,138,0.199
What is a succession plan?,Dismissing an employee for a more favourable employee,A formal process of planning to fill a role that will become vacant,A vote of no confidence in a board member,The formal process of acquiring a new staff member,B,https://github.com/hendrycks/test,management_test.csv,41,0.199
The law of increasing costs is useful in describing,a demand curve.,a marginal benefit curve.,a linear production possibility frontier.,a concave production possibility frontier.,D,https://github.com/hendrycks/test,high_school_microeconomics_test.csv,138,0.199
Which of these is an example of an endothermic process?,fireworks display,glowing light stick,first-aid instant cold pack,gasoline-burning car engine,C,https://github.com/hendrycks/test,arc_easy.csv,302,0.198
Which would be the best conditions to drive in?,heavy snowfall + cold weather,blizzard conditions + hurricanes,blizzard conditions + lightning,blizzard conditions + earthquakes,A,https://github.com/hendrycks/test,obqa.csv,2404,0.198
New engine technology has helped cars get more mileage per gallon of gas. Since gasoline comes from oil, this technology will affect the world supply of oil by,"increasing the need to search for more oil.,reducing the time it takes for oil to be renewed.",decreasing the amount of oil that exists underground.,extending the time that oil will be available for people to use.,D,https://github.com/hendrycks/test,arc_hard.csv,72,0.198
What is involved in creating genetically modified bacteria?,allowing them to reproduce freely,changing their food source,using biotechnology techniques,growing them on selected plants,C,https://github.com/hendrycks/test,arc_easy.csv,1699,0.198
Which of these industries is most likely to effect an ecosystem?,food,coal,solar,retail,B,https://github.com/hendrycks/test,obqa.csv,4614,0.198
Classes and categories are both part of,distraction,confusion,control,designating,D,https://github.com/hendrycks/test,obqa.csv,2811,0.198
All of the following contain metric units of measurement except,g," kg, cg,dL, L, mL,ft, yd, mi,N", J, W,C,https://github.com/hendrycks/test,arc_hard.csv,41,0.197
Which upgrade to a school will most likely reduce the school's consumption of nonrenewable resources?,solar-collection panels,high-speed computers,wireless Internet connections,biodegradable carpeting,A,https://github.com/hendrycks/test,arc_hard.csv,433,0.197
Which device converts kinetic energy into electrical energy?,calculator,generator,electric motor,electromagnet,B,https://github.com/hendrycks/test,science_middle.csv,5,0.197
A combinational PLD with a fixed AND array and a programmable OR array is called a,PLD,PROM,PAL,PLA,B,https://github.com/hendrycks/test,electrical_engineering_test.csv,60,0.197
For a competitive firm, what is the most important thing to consider in deciding whether to shut down in the short run?,"Compare AVC to MR.,Compare TR to TC.",Do not produce if the TFC is not covered by revenue.,Produce the highest quantity demanded regardless of price.,A,https://github.com/hendrycks/test,high_school_microeconomics_test.csv,152,0.197
People are developing electric cars that would replace gasoline-burning cars. One major advantage of the electric car is that it,accelerates faster.,causes less pollution.,gives a smoother ride.,needs no battery.,B,https://github.com/hendrycks/test,arc_easy.csv,529,0.197
if a man's new car can be charged at a charging station, what is this termed?,"all of these,battery operated",getting energy,alternative fueling,A,https://github.com/hendrycks/test,obqa.csv,1062,0.197
With the addition of thrusters your forward momentum will,stop,increase,decrease,stall,B,https://github.com/hendrycks/test,obqa.csv,4479,0.197
Numerous factor-analytic studies have been performed on tests of motor function (e.g., Purdue Pegboard). In general," these studies have revealed that,two factors, speed and strength, account for most of the common variance,most motor functions are well represented by intelligence",most motor functions correlate highly and form 2 single factor,most motor functions are highly specific,D,https://github.com/hendrycks/test,professional_psychology_test.csv,387,0.197
The increase in transport ability may increase the available types of,houses,education,internet,grains,D,https://github.com/hendrycks/test,obqa.csv,270,0.197
Moving heavy objects,requires more might,requires little strength,should be easy,should be avoided,A,https://github.com/hendrycks/test,obqa.csv,1192,0.197
______ regulation goes further than the ______ that CSOs have with businesses, as it also concerns _______of such processes.,"Legal, Interactions, Mechanics,Civil, Relations, Outcomes,Political, Interactions, Outcomes,Environmental", Relations, Mechanics,B,https://github.com/hendrycks/test,business_ethics_test.csv,9,0.197
A person needs to use a raw material to cool an engine, so they might use,"H2O in a jug,fire in a house",salt in a shaker,corn in a stove,A,https://github.com/hendrycks/test,obqa.csv,2370,0.196
What are the specific elements of a comprehensive national defence trade control system?,Governments should include in their arms trade rules," laws, penalties for their violation.,Governments should ensure that weapons producers mark their defence items with a unique marking.,Government police and military forces should establish appropriate weapons stockpile security measures and national authorities should collect and destroy old, outdated", and excess weaponry.,All of these options.,D,https://github.com/hendrycks/test,security_studies_test.csv,175,0.196
Coal mines are an essential for what industries?,soft drink manufacturing,textiles,energy generation,powering airplanes,C,https://github.com/hendrycks/test,obqa.csv,3381,0.196
Which of the following is generally the first step taken in a large-scale commercial construction venture?,Filing applications for building permits and variances,Ordering the materials needed for the building foundation,Drafting a contract that spells out the details of the building plan,Holding a discussion between the developer and the designer/contractor about the scope of the construction,D,https://github.com/hendrycks/test,miscellaneous_test.csv,360,0.196
The more that cars are driven, the more that,"daily temps will rise,birds will get sick",water will need purification,food will taste odd,A,https://github.com/hendrycks/test,obqa.csv,563,0.196
Several interchangeable parts are used in the manufacture of automobiles. Some examples of these parts are batteries, windshield wiper blades," spark plugs, and tires. Which of the following is an advantage of interchangeable parts over non-interchangeable parts on automobiles?,Interchangeable parts are generally more expensive than custom-made parts for automobiles.,Interchangeable parts break more often now than in years past on most automobiles.",Interchangeable parts are plentiful for custom-made automobiles.,Interchangeable parts can fit many kinds of automobiles.,D,https://github.com/hendrycks/test,science_middle.csv,528,0.195
Which instrument should a student use to measure exactly 10 milliliters (mL) of water?,graduated cylinder,pan balance,ruler,thermometer,A,https://github.com/hendrycks/test,arc_easy.csv,777,0.195
Which of the following concepts in Robert's Rules of Order requires that motions be dealt with in order of importance?,Order of business,Orders of the day,Order of precedence,Point of order,C,https://github.com/hendrycks/test,miscellaneous_test.csv,593,0.195
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,https://github.com/hendrycks/test,management_test.csv,71,0.195
Which process is most directly related to constructing new land?,erosion,polluting,deposition,weathering,C,https://github.com/hendrycks/test,arc_hard.csv,580,0.195
All of these are ways to stay safe around electricity except,staying away from power lines.,using cords in good condition.,plugging many appliances into one outlet.,keeping electricity away from water.,C,https://github.com/hendrycks/test,arc_hard.csv,318,0.195
Which of the following heat exchange processes involves the collision of particles?,insulation,conduction,convection,radiation,B,https://github.com/hendrycks/test,arc_easy.csv,2058,0.195
What will happen to gas once heated?,melting,freezing,ascension,cooling,C,https://github.com/hendrycks/test,obqa.csv,1999,0.195
A thousand new trucks are put on the road carrying produce. As a result,distant cities burn down,things stay the same,distant locations build quarries,distant locations have greater produce options,D,https://github.com/hendrycks/test,obqa.csv,1553,0.194
the best way to improve production in future yields on the farm is,planting cabbage one year and spinach the next,chemical fertilizers and salts,rotating water schedules daily,over watering each field,A,https://github.com/hendrycks/test,obqa.csv,1839,0.194
Which metric unit is used to describe an object's length?,gram (g),milliliter (mL),centimeter (cm),degree Celsius (??C),C,https://github.com/hendrycks/test,science_elementary.csv,374,0.194
There are specific research designs and strategies used to gain the desired information. From your knowledge about the research designs and strategies, in which case is the MULTIPLE BASELINE DESIGN used?,"when reversal is not possible,when assignment is not possible",when selection is not possible,when there are not enough data available,A,https://github.com/hendrycks/test,professional_psychology_test.csv,534,0.194
Which of the following energy conversions takes place in a battery-operated flashlight?,electrical -> mechanical -> light,chemical -> mechanical -> light,chemical -> electrical -> light,nuclear -> electrical -> light,C,https://github.com/hendrycks/test,arc_easy.csv,1795,0.194
Which is most likely needed when describing the change in position of an object?,initial speed,direction change,reference point,constant rate,C,https://github.com/hendrycks/test,arc_hard.csv,167,0.194
Why are alternative fuels being used in some automobiles?,Alternative fuels are at every gas station.,Gasoline comes from a limited resource.,Alternative fuels cause pollution.,Gasoline engines are too expensive to make.,B,https://github.com/hendrycks/test,arc_hard.csv,100,0.194
which of these would make an ideal object to drive in with a hammer?,an iron nail,a metal nail,a steel nail,all of these,D,https://github.com/hendrycks/test,obqa.csv,105,0.194
What area of psychology focuses on the study of subjective well-being, optimism," and happiness?,psychometrics,human factors psychology",social psychology,positive psychology,D,https://github.com/hendrycks/test,high_school_psychology_test.csv,76,0.194
Which of the following tools is LEAST likely to be used in the process of creating a wood sculpture?,A rasp,A gouge,A lathe,An extruder,D,https://github.com/hendrycks/test,miscellaneous_test.csv,760,0.194
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,https://github.com/hendrycks/test,miscellaneous_test.csv,19,0.193
A shoe manufacturer randomly selects 10% of the production from each shift. Each of these shoes is checked to ensure that it is correctly made. What is this process called?,quality control,product distribution,production selection,research and development,A,https://github.com/hendrycks/test,science_middle.csv,550,0.193
Over the lifetime of the planet hydro mechanical wearing will create a,crevasse,ocean,drought,water park,A,https://github.com/hendrycks/test,obqa.csv,3108,0.193
Which of the following sorting algorithms has average-case and worst-case running times of O(n log n)?,Bubble sort,Insertion sort,Merge sort,Quicksort,C,https://github.com/hendrycks/test,college_computer_science_test.csv,54,0.193
Evaporation, condensation," and precipitation are all processes which occur in the,water cycle.,energy cycle.",carbon cycle.,nitrogen cycle.,A,https://github.com/hendrycks/test,arc_easy.csv,575,0.193
In the 'five forces model', what is the type of competitive activity that exists between organisations?,"The potential for entry into the industry,The threat of substitute products",The power of customers,The level of rivalry,D,https://github.com/hendrycks/test,management_test.csv,4,0.193
Which of the following digital camera settings can be used to keep colors accurate under a variety of light conditions?,White balance,Aperture,ISO speed,Shutter speed,A,https://github.com/hendrycks/test,miscellaneous_test.csv,735,0.193
What activity is a part of the wheel of organic life?,having sex,black holes,nuclear meltdowns,supernova,A,https://github.com/hendrycks/test,obqa.csv,3223,0.193
Genes are a vehicle that can pass,hairstyle,hand size,nail polish,vocabulary,B,https://github.com/hendrycks/test,obqa.csv,786,0.192
This is the process in which offerings move through a sequential, pre-determined pattern of development similar to the biological path that lifeforms follow:,"Diffusion process.,Product lifecycle.",Adoption process.,Service development.,B,https://github.com/hendrycks/test,marketing_test.csv,112,0.192
Which of the following objective criteria for assessing job performance has/have the greatest validity,Absences,Productivity,Accidents,Salary,B,https://github.com/hendrycks/test,professional_psychology_test.csv,268,0.192
Which is likely the material used to make an eco-friendly sculpture?,pollutants,animal furs,coke cans,fossil fuels,C,https://github.com/hendrycks/test,obqa.csv,4103,0.192
For a technology project, Kyle came up with an idea to build a model bridge. He wants his bridge to span 50 cm and to support a 1 kg object. According to the engineering design process," which of the following should be Kyle's next step?,construct prototypes of different kinds of bridges,research the different designs of bridges",gather the materials needed to build the bridge,make a drawing to show how to build the bridge,B,https://github.com/hendrycks/test,science_middle.csv,546,0.192
Nonrenewable sources of energy have limited supplies. Researchers are developing devices that will make renewable energy more available. Which is a source of renewable energy?,coal,gasoline,oil,wind,D,https://github.com/hendrycks/test,arc_easy.csv,565,0.192
When there are high levels of business failures and unemployment, the business cycle is said to be in which of the following phases?,"Expansion,Peak",Recovery,Trough,D,https://github.com/hendrycks/test,marketing_test.csv,204,0.192
What are workers primarily motivated by according to the instrumental approach?,Peer recognition,Promotion,Greater freedom,Economic reward,D,https://github.com/hendrycks/test,management_test.csv,25,0.192
Which form of migration below are farm workers from another country most likely to be practicing during the year?,Chain migration,Cluster migration,Circular migration,International migration,C,https://github.com/hendrycks/test,high_school_geography_test.csv,8,0.192
Firms maximize their profits by producing a level of output at which,MC = AFC.,MC = MR.,P = ATC.,MR= AVC.,B,https://github.com/hendrycks/test,high_school_microeconomics_test.csv,114,0.191
Assessment centers are most commonly used to:,hire and promote clerical workers.,hire and promote managers.,train semi-skilled and skilled workers.,train salespeople.,B,https://github.com/hendrycks/test,professional_psychology_test.csv,541,0.191
If a living being will make it to adulthood, then the most important thing to it will be,"talons,mining",edibles,hotels,C,https://github.com/hendrycks/test,obqa.csv,4931,0.191
In an e-commerce environment that requires that the information technology (IT) system be available on a continuous basis, more emphasis will be placed on which of the following aspects of the planning than in a traditional organization?,"Maintain appropriate written source documents so the data can be re-entered if it is lost or compromised,Maintain redundant systems for instant availability to assure the flow of transactions",Review additional expenses to obtain the required amount of business interruption insurance coverage for the organization,Assure that appropriate data backups are stored in an off-site location,B,https://github.com/hendrycks/test,professional_accounting_test.csv,21,0.191
What may be likely to distance itself from humans?,meteors,lodgepole pines,snow monkeys,advanced robots,C,https://github.com/hendrycks/test,obqa.csv,3414,0.191
During which chemical process is energy absorbed?,iron nails rusting,candles burning,vegetables rotting,plants photosynthesizing,D,https://github.com/hendrycks/test,science_middle.csv,275,0.191
